NOMBRE_CANDIDATO
WONG MERAZ CESAR LORENZO
BARRERA AMADOR REBECA
CERVANTES BRAVO IRINA GRACIELA
CHAVEZ RANGEL CAROLINA
GARCIA ONTIVEROS VERONICA ELIZABETH
JIMENEZ CASTILLO ELVA REGINA
MORENO TRILLO CATALINA
RUVALCABA GARCIA GABRIELA DOLORES
SALAZAR CAMPILLO CARMEN PATRICIA
VALLADARES BARRAGAN JULIETA
AGUILAR MARTINEZ JOSE ANTONIO
BASAURI CAGIDE ENRIQUE
GOMEZ GARCIA HECTOR JESUS
GUERRERO OLVERA SERGIO ARTURO
GUZMAN RAMIREZ MARINO EDWIN
MORENO TRUJILLO SERGIO
RAMIREZ SALCEDO JOSE
VARGAS FLORES JAIME
ALEMAN ONTIVEROS VIOLETA
CAVAZOS VELEZ SARALANY
DE LA GARZA RAMOS CLAUDIA PATRICIA
FIGUEROA GAMEZ MADELEYNE IVETT
GONZALEZ GONZALEZ EUSEBIA
GUZMAN GARCIA MARIA DE LOS ANGELES
LOPEZ DAVILA ANA CECILIA
LOPEZ LOZA MARIA DOLORES
MUJICA VALDEZ CLARA PATRICIA
VAZQUEZ OROZCO MARIA GUADALUPE
AGUILAR CARAVEO ANTONIO ENRIQUE
CAMACHO OCHOA ERNESTO
CASTILLO TREJO RICARDO ARTURO
DIAZ RENDON SERGIO
GUERRERO JUAREZ JULIAN
MONTOYA AYALA VICTOR
NAÑEZ PRO JAVIER
ORDAZ QUINTERO PAULO ABRAHAM
ROIZ ELIZONDO ALFONSO
ALVARADO DE LA CRUZ YOLIDABEY
BARRIENTOS ZEPEDA EVA
BUSTILLO MARIN ROSELIA
DIAZ TABLADA CLAUDIA
GARCIA PEREZ ERIKA
GASPAR MARTINEZ CAMELIA
HERNANDEZ ZENTENO CARIDAD GUADALUPE
MARTINEZ AVILA JENNY'S LIZBETH
PEREZ JUAREZ NANCY DEL CARMEN
TIMAL LOPEZ SANDRA
VASQUEZ MUÑOZ TANIA CELINA
HERNANDEZ HERNANDEZ SILVINO
MARTINEZ ALCAZAR MARCOS INOCENCIO
MATA VILLANUEVA RIGOBERTO RILEY
RONCES MEX ABNER
ROSAS LEAL VICTOR MANUEL
SCHLESKE COUTIÑO RAFAEL ANDRES
TRONCOSO AVILA JOSE ANTONIO
FIGUEROA SALMORAN GABRIELA
GARCIA HUANTE BERENICE
GUEVARA Y HERRERA MARIA CECILIA
MARTINEZ MENDOZA GLORIA NAYELI
MEJIA RUIZ BEATRIZ
MENDOZA ARAGON IXEL
MONTIEL RODRIGUEZ IRMA JOSEFINA
SANDOVAL SANCHEZ NORMA ANGELICA
SANTILLAN CANTU ARCELIA
SIERRA VEGA IXCHEL
TETETLA ROMAN LAURA
TORRES HERNANDEZ KAREN IVETTE
CEBALLOS DAZA JOSE LUIS
DELGADO ROLDAN LUIS DANIEL
HERRERA SAMANO HUGO ABELARDO
MONTES DE OCA SANCHEZ JOSE ALBERTO
OLIVEROS RUIZ JOSE
QUEZADA JARAMILLO EDGAR EDUARDO
RIVERO CARRERA LUIS ENRIQUE
SANTANA BRACAMONTES ERNESTO
AVALOS VAZQUEZ NEREIDA BERENICE
BAHENA VILLALOBOS ALMA ROSA
DURAN CEJA LAURA DANIELLA
ESTRADA VEGA CELESTINA
FERNANDEZ DOMINGUEZ MARCELA ELENA
GONZALEZ JORDAN MARIA GUADALUPE
GONZALEZ JORDAN PATRICIA
LOPEZ HERNANDEZ MAYRA ELIZABETH
MARTINEZ RAMIREZ DENNY
PEDRAZA TELLEZ ADRIANA
VICTORIA TAVIRA LETICIA
AVANTE JUAREZ ALEJANDRO DAVID
CHAVEZ AGUILAR URIEL IVAN
HERNANDEZ ESQUIVEL OMAR
JIMENEZ JURADO FRANCISCO JAVIER
LOZANO BAUTISTA AMADO ANDRES
RAMIREZ BARRIOS FERNANDO
TERRAZAS SALGADO RODOLFO
TREJO SANCHEZ ISAIAS
TRINIDAD JIMENEZ FABIAN
ALVAREZ RAMALES CATALINA
BOLAÑOS MARTINEZ BELEM
CAMARILLO GONZALEZ ANETTE MARIA
CHAVEZ ORTEGON MARA OFELIA
CISNEROS MORENO ANA CECILIA
CORTES RODRIGUEZ CARMINA
ESPINOZA MARTINEZ MARTHA
FLORES RAMIREZ ROSARIO
GALINDO JUAREZ JUNO HERA ANDROMEDA
HERRERA MEDINA LILIAN SARAI
JIMENEZ DOMINGUEZ EDELENI MAYLEN
KING TAMAYO MARTHA FABIOLA
MARTINEZ GANDARA ALEJANDRA
ORTEGA MARTINEZ ZAIRA DENISSE
PERAZA ESPINOZA CLAUDIA PATRICIA
RIVERA CONTRERAS EMMA
SUAREZ PADILLA MIRIAM
TINOCO LARA SOLEDAD
TREJO GALAN ELIZABETH
VALDES LEAL MARIA
BAUTISTA HERNANDEZ BRUNO ISAAC
BUSTAMANTE SANCHEZ WERTHER
DAVALOS DE LOS RIOS MARIANO
DEL RIO NAVARRO JAIME MARIANO
FRAGA JIMENEZ ROBERTO
GOMEZ SAMANO JOSE SEBASTIAN
GONZALEZ GARCIA RODRIGO
LEON CARMONA MIRSHA RODRIGO
LOPEZ CRUZ CARLOS
LOPEZ SANCHEZ CARLOS ADRIAN
LUCIO LEON JUAN
LUNA ALVISO RAFAEL
MARTINEZ DIAZ LUIS ALBERTO
MARTINEZ ESTRADA RICARDO MANUEL
MARTINEZ GONZALEZ EVARISTO EMMANUEL
NARVAEZ MEDECIGO ALFREDO
PEREZ NEGRETE PABLO CESAR
RAMIREZ GOMORA JUAN CARLOS
RAMIREZ SANCHEZ JORGE LUIS
RODRIGUEZ BEIZA EDGAR AGUSTIN
RUIZ VAZQUEZ JOSE LUIS
SANCHEZ PEDRERO JULIO ANTONIO
VALDERRAMA GUTIERREZ JOSE DAVID
VARGAS ALARCON PATRICIO LEOPOLDO
ZAPIEN GARCIA MARCO ANTONIO
ALDANA HUERTAS PILAR MACIEL
AVILA VILLEGAS LLUVIA JASMIN
BARAJAS ESCOBEDO ELIZABETH CARINA
CAMACHO CARDENAS SANDRA VERONICA
CANCHOLA VAZQUEZ MARIA EUGENIA
GARCIA MERINO MARIA DE LA SOLEDAD
LUNA RICO EDNA RUTH
MARTINEZ RODRIGUEZ ROSA ELDA
MONTIEL CUEVAS GUADALUPE
PANICO BRESSANT IVONNE
PEDRAZA VELAZQUEZ DALEL
PEREZ ORNELAS LILIAN AURORA
SERRANO DE LA CRUZ LAURA GABRIELA
SOLIS CEBRERO SANDRA
TORRES ARREOLA MARIA GABRIELA
VITE TORRES ALMA TANIA
BLANNO CASTRO JOEL
BOLAÑOS MOLINA RAUL
CARRANCO ZUÑIGA JOEL
DUARTE GOMEZ ANDRES SALVADOR
GARCIA MATA FRIAS JOSE WOODROW
GATICA NORIEGA DIEGO ALBERTO
HERNANDEZ OROZCO HORACIO ARMANDO
LAGUNA DOMINGUEZ RICARDO
LIMA MARTINEZ GERSAIN
MARTINEZ LOPEZ FANUEL
MARTINEZ MORALES CRISTIAN
MENDOZA GONZALEZ JOAN FREDEN
MONROY ALVAREZ LUIS ALBERTO
MORALES SERRANO ARTURO
PAULIN CARMONA GASPAR
PINEDA NAVA EZEQUIEL
RAMIREZ BECERRA JOSE ARTURO
RANGEL RAMIREZ FERNANDO
RIVERO PONCE ALEXIS
SERRANO GARCIA FERNANDO
TELLEZ BLANCAS RAUL
TREJO MARTINEZ JOSE
UREÑA PERALTA JUAN ENRIQUE
VALENCIA FLORES SEBASTIAN ADRIAN
YEMHA GUTIERREZ KALEB HAIDAR
ALVAREZ ESCORZA TANIA
ARIAS BLANCO INES XOCHITL
AYALA RIVERA EMMA MAGNOLIA
BRITO BERNAL LANDY GISELLE
CATANEO DAVILA DESIREE
COLIN ULLOA EDITH
GALLARDO ROSADO MAYDELI
GONSEN FLORES JERALDYN
GUERRA ESPINOSA MARIA NELLY DEL CONSUELO
HERNANDEZ NAVARRO LIZZETH DEL CARMEN
LEON ROBLES MONICA
LOPEZ LANDA MUÑIZ PAMELA
MARQUINA LOPEZ ALEXANDRA NARETH
MERINO COLLADO MARIANA
MIRANDA CRUZ CINTHYA
PELAEZ AVENDAÑO SILVIA
QUERO JUAREZ DALILA
SANCHEZ CORONEL KARLA LORENA
SANCHEZ ORTEGA ADRIANA BENILDE
SANTOS GAONA CHAGOYA ALIBE
TALAVERA DIAZ FERNANDA MARIA ADELA
TREVIÑO BERRONES OLGA LIDIA
ALMAZAN LARA ADOLFO
GARCIA DE LA MORA LUIS ENRIQUE
GAYOSSO VILLEGAS JUAN SERGIO
HERNANDEZ GUERRERO ALEJANDRO
LOPEZ RODRIGUEZ RICARDO
MUÑOZ GUTIERREZ LUIS CARLOS
NIÑO DE RIVERA RAMIREZ ROBERTO
OBREGON SANDOVAL SALVADOR
OROPEZA BUENO RICARDO
PENICHE CALDERON RAUL EYDEN
PERALTA GARCIA MANUEL
RAMIREZ HUEZCA JOSE CARLOS
REYNA OCHOA JOSE FRANCISCO
RODRIGUEZ HUERTA JOSE ALBERTO
RODRIGUEZ MARTINEZ JOSE ENRIQUE DE JESUS
ROMO CRUZ MOISES MANUEL
SARABIA ASCENCIO FRANCISCO JAVIER
SOLIS ALVARADO LUIS ENRIQUE
ZERPA DURAN CARLOS ALBERTO
AYECAC JIMENEZ GEMA
BELLO MARTINEZ ALBA YANELI
CHAVEZ ACOSTA CARMEN PATRICIA
CORTES ARAUJO GABRIELA ELEONORA
ESTRADA SALAS EVELYN LIZBETH
FLORES CASTILLO NORA
GUTIERREZ SILVA MARIA
HERNANDEZ MEZA AUREA
LOPEZ VERGARA ANAID
MATA ROMERO FRIDA LOURDES
MATIAS GARDUÑO GUILLERMINA
MONROY RAMIREZ CLAUDIA VERONICA
MUÑOZ NUÑEZ VERONICA SILVIA
MUÑOZ ORTIZ LILIANA
PEREZ FERNANDEZ CEJA YDALIA
SERRANO ALDERETE LAURA
TEJEDA HERNANDEZ DANIELA
TEMPLOS VAZQUEZ MARIA BARBARA
TREJO MOLINA AIDE ELVIRA
VERDIN VALENCIA IDALIT NAYELI
VERGARA GODINEZ XOCHITL
VERGEL VELASQUEZ LUZ MARIA
ARJONA ESTEVEZ JUAN CARLOS
BAZAN GARCIA JUAN EDUARDO
BORGES ARANDA FROYLAN
FARIAS FELIX IVAN
GONZALEZ ALVAREZ SALVADOR
HOLGUIN FLORES JESUS ROBERTO
MANGAS MARTINEZ FORTRES
MARTINEZ ALVARADO FELIPE DE JESUS
MARTINEZ FLORES ISAIAS
MORENO ZAMORANO ROMEO ALEJANDRO
MUÑIZ LARA JUAN GUILLERMO
ORDOÑEZ SERNA ANTONIO
ORTEGA ROSAS NICOLAS
PINEDA PEREZ ERICK FERNANDO
RAYMUNDO GALLARDO JORGE
ROCHA MERCADO VICTOR MANUEL
ROJAS RAMIREZ JUAN LUIS
ROJAS ZAMUDIO JOSE ALFREDO
RUEDA DE LEON ORDOÑEZ ROGELIO
SANCHEZ ACUÑA MIGUEL ANGEL
SANTIAGO VASCONCELOS JOSE EDUARDO
TAPIA MALTOS MAURICIO
ALMARAZ GARCIA GABRIELA
BERNAL ZAMUDIO MARIA ISABEL
CAMACHO GONZALEZ JATZIRI SUGEY
CASTILLO FRANCO NORA DENNI
DELGADO CHAPMAN SANDRA
DELGADO GONZALEZ LILIANA
DIAZ MADRIGAL VERONICA
DURAN CHAVEZ LORENA
GUTIERREZ HERNANDEZ MARINA EDITH
JUAREZ SOTENO ADRIANA
LUNA DOMINGUEZ ROCIO
MEZA ANDRACA MAYRA GUADALUPE
MORENO FIGUEROA MARIA GUADALUPE
MUÑIZ PEREZ MARIANA FERNANDA DE LOURDES
ORTEGA LIEVANA ALEXANDRA
ORTIZ VELAZQUEZ MARIA DEL ROSARIO
PELAEZ GONZALEZ PILAR GRACIELA
PEREZ RUIZ MARIA MILAGROS
PONCE DE LEON TAPIA MARIA GUADALUPE
ANGULO GARFIAS RAUL
BRAVO SANCHEZ ALEJANDRO
CAMPOS SILVA JAVIER ARTURO
CIPRIAN HERNANDEZ BENJAMIN
DIAZ MELO ALFREDO
ELVIRA CRUZ SOKRATES
GARCIA PERALTA JORGE HUMBERTO
HERNANDEZ TOVAR VICTOR
LOPEZ CERVANTES ALEJANDRO MARTIN
MARTINEZ GARCIA JESUS ALEJANDRO
MARTINEZ GONZALEZ ARIEL
MARTINEZ URIBE HERMINIO
PASILLAS FERNANDEZ HUGO EDGAR
SANCHEZ SILVA TOMAS ENRIQUE
SEGURA DE ITURBIDE RAZIEL LEVI
SOTO REYES LORANCA ARTURO
VAZQUEZ RAMIREZ JOSE ANTONIO CUAUHTEMOC
ZAYAS ARRIAGA ROBERTO
ZERON DE QUEVEDO RODRIGO MAURICIO
AGUILAR AGUILAR MARIANA
CAMARILLO GONZALEZ ILLIANA
CARRILLO GONZALEZ MARIANA EVELYN
CHAGOYAN CELIS KAREN BEATRIZ
DZIB JASSO ERIKA ROXANA
GALICIA RENDON IVETT NAZDIHELY
GARCIA HERNANDEZ BRIANDA NAYELI
MARQUEZ GUTIERREZ PAULINA
MARROQUIN AGUILAR ELOINA
MAYA CASTRO CARLA LIVIER
MONTERO ALONSO ANA LESSLY
ORTEGA MONDRAGON CINTHIA MONSERRAT
PAZ MUÑOZCANO FLOR DE MARIA
QUINTERO MARTINEZ DANA ZIZLILI
RODRIGUEZ BALDERAS ELSA
SANCHEZ CORONEL ENID SAMANTHA
SANCHEZ ROMO ADRIANA MATZAYANI
SANTANA VALERO ANA LAURA
SERRANO PEREZ PENELOPE
AGUERO RAMOS MANUEL
BARAJAS AMBRIZ RAMIRO
BELTRAN PINEDA LUIS ANTONIO
CAMPOS VAZQUEZ GUSTAVO ALBERTO
CELIS CAMARGO ANGEL RAMON
CEPEDA ANAYA MARCO ANTONIO
CORTES HERNANDEZ MARCO ANTONIO
CRUZ GOMEZ EDUARDO
DIAZ GOMEZ ANDRES ALFREDO
GARCIA LOBATO MARIO
GONZALEZ CANUDAS MIGUEL FRANCISCO
HERNANDEZ ACOSTA GUILLERMO
HERNANDEZ ORTIZ JOSE ANTONIO
JARAMILLO OLIVARES ISIDRO
LOPEZ REYES CIRO
MUÑOZ OCHOA ANDRES
ORTIZ NEPOMUCENO ISAAC
PEREZ BERNAL HUGO
RODRIGUEZ GODINEZ HUGUET
SALGADO PELAEZ EDGAR
SANTOS PEREZ ROBERTO CARLOS
TREJO SERRANO RICARDO
ALARCON MARQUEZ ANA YADIRA
CABRERA OCAMPO KAREN ENOE
ESCOBEDO MONTALVO CLAUDIA
FIGUEROA CAMPOS HATZIBETH ERIKA
FRANCO GOMEZ NANCY FABIOLA
GALVAN SOSA DIANA JAZMIN
HERNANDEZ CHAVEZ SANDRA JANET
MONTEALEGRE DIAZ NELLY
ORTIZ DOMINGUEZ KARLA ALIN
RAMOS ANGELES NORMA
RODRIGUEZ ARCE VIANNEY
ROJAS PEREZ ROCIO
SABIN MEJIA SAMARA YVONNE
SANCHEZ GALAVIZ MARTHA PATRICIA
ALVAREZ HERNANDEZ IVANN
ANAYA PADUA DANIEL MARTIN
AYALA TORRES FREDY EMMANUEL
BORJA NUÑEZ ROBERTO
CRUZ MARTINEZ JOSE LUIS
CRUZ PORCHINI ALAN DANIEL
DIAZ RUIZ CESAR
ESPAÑA GARCIA FERNANDO ANSELMO
GARCIA DE ALBA TAPIA PABLO
GODINEZ SALAS HERMES
GONZALEZ RICO RUBEN
HERNANDEZ GONZALEZ ISRAEL
IZQUIERDO HERRERA JORGE MANUEL
LOPEZ FLORES ALBERTO
MANRIQUEZ SANTIAGO ABRAHAM DANIEL
MOCTEZUMA VALDEZ JOSUE
PINEDA VENTURA JOSE AGUSTIN
RIVERA MENDEZ JOSE ARTURO
ROMERO RAMIREZ ISRAEL
SANCHEZ APARICIO CARLOS ENRIQUE
SANCHEZ SANDOVAL JOSE LINO
SOLANO VERA VICTOR HUGO
SOLIS ALVAREZ JOSE ABRAHAM
VELASCO DOMINGUEZ CARLOS IVAN
ALONSO OCHOA JAZMIN MAGALLY
BARRERA ORTIZ KARINA
BERNAL RODRIGUEZ MIRNA ISABEL
CORREA RIOFRIO ERIKA MAGALI
DEGOLLADO PRADO DESIREE
DELGADO ROBLEDO SANDRA PAULINA
DOMINGUEZ BRAVO DULCE MARIA
FARRERA VALENCIA VIRIDIANA GUADALUPE
FIGUEROA GUTIERREZ LAURA CECILIA
FLORES DIAZ IRMA LETICIA
GARCIA PONCE CINTHYA ELIZABETH
GARCIA TORRES OSIRIS AYDDE
GONZALEZ OSORIO DULCE REBECA
LOBATO FRAGA NADIA
MATIAS RAMO SOFIA CONCEPCION
MEDINA VAZQUEZ KAREN LIZBETH
SANCHEZ CRUZ DANIELA MARISOL
SOLORIO CASTRO CRISTEL
VARELA DOMINGUEZ GUADALUPE DE LA PAZ
VEGA DE LA MORA MARIA TRINIDAD
VEGA MARTINEZ MARIA DEL ROSARIO
ALONSO INCLAN VICTOR MANUEL
GARCIA ACEVEDO MARIO ALBERTO
GARCIA ARIAS GUSTAVO
MARTINEZ GONZALEZ ALEJANDRO
MARTINEZ VARGAS ALEJANDRO
MICHEL REGALADO CARLOS EDUARDO
NAVA CABRERA LUIS GUSTAVO
NIETO ALCALA JOSE FRANCISCO
OJEDA ROMO JOEL DARIO
ORTEGA GARCIA RAFAEL JESUS
PANCARDO COBOS SERGIO DANILO
RIVERA VARGAS JOSE ANTONIO
ROSALES GUEVARA CARLOS ENRIQUE
RUEDA VERGARA MARCO ANTONIO
SALCEDO ROA LUIS
SAPIEN CORDOBA JACOBO
CAÑIZO VERA CLAUDIA ELIZABETH
CARRASCO SOULE LOPEZ MARIA KARLA REBECA
CARREON CASTRO MARIA DEL CARMEN
CASADO GARCIA SUSANA
CONDE NADER SONIA MARIBEL
GALICIA CRUZ IRAIS BERENICE
GARCIA GONZALEZ MIRIAM AIDE
JIMENEZ GARCIA XIMENA
LEAL ROMERO ARIANA
MONTEALEGRE RAMIREZ LIZBETH BERENICE
PEREZ ARANA MARIA DE LOS ANGELES
ROMO LEON MONICA PATRICIA
TAKATA GUTIERREZ MARIA ISABEL HARUNO
TOZCANO SANCHEZ MARIA DEL CARMEN
VEGA DE JESUS GEORGINA
ALVAREZ GONZALEZ OSCAR
AQUILES VILLASEÑOR GUSTAVO
CARACAS CAMACHO MIGUEL ENRIQUE
CARBAJAL RODRIGUEZ LUIS ANGEL
CRUZ VENTURA FERNANDO
DIAZ FERNANDEZ JOSE RAYMUNDO
DURAN VALDES OSCAR
GARCIA GONZALEZ JOSE MARIA
GARCIA HERNANDEZ GUILLERMO
GARCIA RIVERA CARLOS GREGORIO
GONZALEZ BARCENA SALVADOR ANDRES
GUADARRAMA GARCIA VICENTE
GUTIERREZ MUÑOZ JORGE ARTURO
IBARRA GOMEZ FERNANDO ISSAC
MARTINEZ RIOS OMAR
MATA CASTELLANOS JOSE HERMES
OROZCO URBANO ERIK ERNESTO
ORTEGA PADILLA GUSTAVO
PACHECO MARTINEZ FILIBERTO
PACHECO MARTINEZ JOSE ELIAS
PALACIOS HERNANDEZ JUAN
RODRIGUEZ ALATORRE ALEJANDRO ALFREDO
RONZON SEVILLA CARLOS
SANDOVAL EMILIO ALAIN MARTIN
SILVA ISLAS MARIO MOISES
VILLANUEVA OCHOA ELIAS
AGUILAR ZEPEDA SHANTAL FABIOLA
AYALA VILLEGAS YOHANA
CRUZ REYES LESLIE VIRIDIANA
DE AVILA LOZANO KAREN LETICIA
GEORGE FLORES NORA KAREM
GOMEZ VAZQUEZ ROSA
GUERRA REYES LAURA ISABEL
HURTADO JIMENEZ MARIA JOSEFINA
LANDEROS MARTINEZ DIANA ISELA
LOPEZ SEGURA RUEDA PAMELA
MALVAEZ PARDO JAZMIN GABRIELA
OCAMPO TORRES CONCEPCION MARISOL
ORDOÑEZ SALAZAR JUANA ERIKA
QUEVEDO MURILLO MARIANA GABRIELA
RAMIREZ FRANCO FAVIOLA
RAMIREZ HERNANDEZ LAURA ANGELICA
ROMAN ORDAZ MARTHA CAROLINA
SANCHEZ FLORES MARIBEL
SUAREZ PRESTAMO MARIA ELENA
VELASCO SORIA ABIGAIL GABRIELA
WELSH LOPEZ ARIADNA JESSICA
ZATARAIN BARRETT ANA MARCELA
AJA GARCIA FRANCISCO
ARIZA ESTRADA JOSUE ISAIAS
BAUTISTA CARBAJAL VICTOR MIGUEL
BENITEZ FERRUSQUIA GREGORIO
CABRERA CACHO ANTONIO
CANELA MAYORAL JULIO CESAR
CASTRO TORRESLANDA MIGUEL ANGEL
COJAB SACAL MANUEL
CORREA DIP MANUEL ANTONIO
DE LEON GALVEZ ADIN ANTONIO
DELGADO GARCIA OMAR CLEMENTE
GUILLEN NUÑEZ CARLOS LUIS
HERNANDEZ OLIN OSKAR EDWIN
IBARZABAL MENDOZA JUAN ALBERTO
LAMAS TORRES SERGIO ALDO
LOPEZ MALO HERNANDEZ RUBEN
LUNA ESCOBEDO VICTOR OCTAVIO
MARTINEZ HERNANDEZ MIGUEL ANGEL
MORALES HERNANDEZ MARCO ANTONIO
MORALES RAMIREZ ARTURO CESAR
MORENO GASPAR AGUSTIN
MOSCOSO LOPEZ EDUARDO SEBASTIAN
ORTIZ TORO CARLOS
PARRA FERNANDEZ RODOLFO
RUAN DIAZ MIGUEL
SULVARAN VIÑAS MARIO RAFAEL
VASQUEZ CALVO JUAN PABLO
ZAMUDIO DIAZ PABLO ANDREI
ABREGO ORTIZ YARA ESLI
AGUIAR ESTRADA NORMA LETICIA
ALMOGABAR SANTOS ROCIO
APARICIO RODRIGUEZ MARTHA ANGELICA
CAJERO RUIZ ERIKA VIRIDIANA
CONTRERAS GARIBAY ALMA LAURENCE
COVA CASTILLO JUDITH
DE LIRA CASTILLO ALMA ITZEL
GARCIA GOMEZ BEGONIA GRISEL
GONZALEZ TORRES YAIB PATRICIA
GUTIERREZ VERDEJA ALIN PAULINA
MARTINEZ CARRILLO MARIA EUGENIA
MARTINEZ MARTINEZ TANNIA BEATRIZ ESMERALDA
MORALES TREJO ALMA JESSICA
MORENO SALINAS ALMA LESLIE
OLIVA BECERRA LORENA
PARTIDA MEJORADA NADIA IVETH
PRIETO VILLALPANDO VANIA PATRICIA
ROCHA SORIANO GRECIA
TREVIÑO FEREGRINO MARIANA
VAZQUEZ CARREON MARIA JOSEFINA
ALTAMIRANO ROCHES EZEQUIEL
ANDRADE SOLANA MIGUEL ANGEL
AVIANEDA CHAVEZ ALFONSO
CASTRO ROCHA DANIEL ALAN
CONTRERAS SANCHEZ ANTONIO
ESCAMILLA MARTINEZ JULIO
FLORES MOLINA CESAR
FUENTES CERDAN OMAR
GARCIA ORTEGA JOSE ALFREDO
HERNANDEZ MAZA CARLOS RENE
HERNANDEZ MEJIA LUIS ANGEL
HERNANDEZ PADRON MANUEL
LUNA MARTINEZ JOSE RUBEN
MARTINEZ CARMONA JOSE DE JESUS
MARTINEZ YLLESCAS JONATHAN
NICOLAS QUIROZ EFRAIN
